"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CMA_UID","PR_UID","CSD_UID","CD_UID","NHS Non Return Rate","v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2282: % of owner households with a mortgage","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings","v_CA11N_2289: % of tenant households in subsidized housing","v_CA11N_2284: Median monthly shelter costs for owned dwellings ($)","v_CA11N_2286: Median value of dwellings ($)","v_CA11N_2291: Median monthly shelter costs for rented dwellings ($)","v_CA11N_2285: Average monthly shelter costs for owned dwellings ($)","v_CA11N_2287: Average value of dwellings ($)","v_CA11N_2292: Average monthly shelter costs for rented dwellings ($)"
"1028","5350623.00","CT","Milton",1.51587,3391,1671,1623,"35535","35","3524009","3524","0.37799999999999995",995,51.3,665,35.1,1040,341855,867,1288,453147,840
"1029","5350624.00","CT","Milton",1.72425,5351,1993,1984,"35535","35","3524009","3524","0.256",1640,54.3,345,7.2,1066,379340,975,1211,376647,1011
"1030","5350625.00","CT","Milton",15.15232,789,178,173,"35535","35","3524009","3524","0.342",125,40,0,0,625,401222,0,1169,576969,0
"1031","5350626.00","CT","Milton",191.28827,5836,2037,1976,"35535","35","3524009","3524","0.324",1800,52.5,115,0,1113,650423,1378,1619,715012,1281
"1032","5350630.00","CT","Halton Hills",110.79016,3279,1163,1115,"35535","35","3524015","3524","0.43200000000000005",855,49.1,170,0,1258,599451,1296,1499,713548,1122
"1033","5350631.02","CT","Halton Hills",2.40294,4399,1303,1297,"35535","35","3524015","3524","0.22899999999999998",1265,73,25,0,1767,449964,1823,1715,480347,1260
"1034","5350631.03","CT","Halton Hills",1.65067,4667,1268,1264,"35535","35","3524015","3524","0.29",1265,81.8,0,0,1944,500134,0,1884,520568,0
"1035","5350631.04","CT","Halton Hills",1.61188,4433,1324,1321,"35535","35","3524015","3524","0.32899999999999996",1315,77.9,0,0,1786,474303,0,1646,483223,0
"1036","5350632.00","CT","Halton Hills",2.05225,4514,1701,1690,"35535","35","3524015","3524","0.35",1430,58.9,260,0,1400,349968,932,1362,382938,1010
"1037","5350633.00","CT","Halton Hills",3.67276,3129,1327,1310,"35535","35","3524015","3524","0.311",1050,72.4,275,10.7,1497,275897,964,1399,304591,1055
"1038","5350634.01","CT","Halton Hills",2.99598,4451,1473,1460,"35535","35","3524015","3524","0.285",1395,68.7,90,0,1630,449849,1051,1600,486616,942
"1039","5350634.02","CT","Halton Hills",1.44026,3750,1408,1395,"35535","35","3524015","3524","0.308",1190,56.1,180,19.4,1033,349163,1401,1157,370555,1102
"1040","5350635.00","CT","Halton Hills",2.90365,5967,2437,2376,"35535","35","3524015","3524","0.262",1760,60.9,615,43.1,1376,400110,790,1381,411773,763
"1041","5350636.00","CT","Halton Hills",1.55533,2849,991,968,"35535","35","3524015","3524","0.377",825,67.3,125,0,1374,380589,916,1372,405598,909
"1042","5350637.00","CT","Halton Hills",129.55426,7139,2305,2263,"35535","35","3524015","3524","0.35200000000000004",2080,55.5,145,0,1285,501602,1002,1536,595286,1005
"1043","5350638.00","CT","Halton Hills",6.73843,6141,2332,2305,"35535","35","3524015","3524","0.295",1760,67.6,545,29.6,1413,320801,916,1334,343383,877
"1044","5350639.00","CT","Halton Hills",10.37399,4290,1516,1497,"35535","35","3524015","3524","0.21899999999999997",1315,73,165,27.3,1527,348957,950,1469,381604,917
"1045","5350800.01","CT","Pickering",1.37482,2519,1087,1072,"35535","35","3518001","3518","0.41100000000000003",845,65.1,230,17.4,1373,264832,903,1310,299568,1026
"1046","5350800.02","CT","Pickering",10.69704,4712,1843,1789,"35535","35","3518001","3518","0.33399999999999996",1415,62,375,8.1,1286,280221,874,1222,295651,942
"1047","5350801.01","CT","Pickering",1.83906,3911,1481,1463,"35535","35","3518001","3518","0.331",1360,59,105,0,1333,330496,1181,1289,332596,1094
"1048","5350801.02","CT","Pickering",4.03451,5761,1982,1952,"35535","35","3518001","3518","0.307",1865,60.6,85,0,1374,369107,1457,1480,431741,1262
"1049","5350802.01","CT","Toronto",2.21634,3976,1297,1281,"35535","35","3520005","3520","0.298",1235,63.2,35,0,1528,400089,1267,1364,396903,1130
"1050","5350802.02","CT","Toronto",2.45962,5350,1763,1738,"35535","35","3520005","3520","0.273",1700,55.2,50,0,1280,448717,1076,1378,466154,1114
"1051","5350803.03","CT","Pickering",2.98055,5424,1745,1705,"35535","35","3518001","3518","0.33399999999999996",1440,47.6,265,28.3,1069,450328,1057,1412,480559,987
"1052","5350803.04","CT","Pickering",2.80691,5894,1735,1713,"35535","35","3518001","3518","0.298",1630,71.3,85,0,1715,424582,1206,1697,452112,1186
"1053","5350803.05","CT","Pickering",2.46176,6778,2070,2063,"35535","35","3518001","3518","0.179",1945,71.1,120,0,1708,390364,1343,1629,406109,1322
"1054","5350803.06","CT","Pickering",1.56781,5791,1752,1739,"35535","35","3518001","3518","0.32799999999999996",1540,66.4,200,42.5,1596,380865,951,1564,385623,960
"1055","5350804.01","CT","Pickering",3.07576,7218,2266,2242,"35535","35","3518001","3518","0.289",2175,64.6,65,0,1525,420493,1530,1594,433063,1331
"1056","5350804.05","CT","Pickering",3.07438,7009,2220,2194,"35535","35","3518001","3518","0.27399999999999997",2000,64.9,195,15,1640,394214,1057,1629,418823,1000
"1057","5350804.06","CT","Pickering",0.81625,3172,1080,1075,"35535","35","3518001","3518","0.318",995,69.8,95,55.6,1519,323741,474,1442,313497,844
"1058","5350804.07","CT","Pickering",0.90346,3828,1223,1183,"35535","35","3518001","3518","0.36700000000000005",885,73.4,285,26.3,1602,236588,1387,1466,259540,1136
"1059","5350804.08","CT","Pickering",2.48167,3888,1198,1178,"35535","35","3518001","3518","0.303",1135,60.2,0,0,1310,399371,0,1464,399660,0
"1060","5350804.10","CT","Pickering",1.52853,4846,2240,2203,"35535","35","3518001","3518","0.315",1750,48,455,0,1041,279203,1309,1212,279631,1269
"1061","5350804.11","CT","Pickering",1.67654,5633,2039,2017,"35535","35","3518001","3518","0.344",1765,75.1,250,0,1509,240041,1220,1440,261600,1228
"1062","5350804.12","CT","Pickering",7.5398,3232,1017,1001,"35535","35","3518001","3518","0.33399999999999996",925,72,80,0,1845,349262,1499,1701,398059,1422
"1063","5350804.13","CT","Pickering",1.92437,5115,1405,1379,"35535","35","3518001","3518","0.32",1310,73.3,80,0,1810,369444,802,1609,398610,838
"1064","5350805.02","CT","Ajax",1.06466,4984,1605,1581,"35535","35","3518005","3518","0.2",1465,71.7,120,0,1597,300781,1285,1474,322200,1155
"1065","5350805.04","CT","Ajax",7.04447,6668,2121,2091,"35535","35","3518005","3518","0.226",1950,84.4,140,0,1917,397640,1346,1864,411311,1182
"1066","5350805.05","CT","Ajax",4.09297,5605,1789,1732,"35535","35","3518005","3518","0.33299999999999996",1610,83.9,125,0,1697,300868,1407,1632,339244,1405
"1067","5350805.06","CT","Ajax",1.48877,5870,1822,1797,"35535","35","3518005","3518","0.284",1380,79.3,415,38.6,1623,321518,900,1589,330181,930
"1068","5350805.08","CT","Ajax",16.18788,11452,3456,3379,"35535","35","3518005","3518","0.348",3265,90.7,115,0,1909,399775,1684,1912,414250,1415
"1069","5350805.09","CT","Ajax",1.10446,5647,1640,1624,"35535","35","3518005","3518","0.272",1535,89.3,90,0,1761,323788,1336,1759,339765,1340
"1070","5350805.10","CT","Ajax",1.17611,6520,2049,2021,"35535","35","3518005","3518","0.312",1960,75.3,60,0,1502,298445,1496,1415,312317,1277
"1071","5350805.12","CT","Ajax",12.74428,6617,1893,1856,"35535","35","3518005","3518","0.271",1640,90.9,215,39.5,1888,400625,1275,1926,404968,1267
"1072","5350805.13","CT","Ajax",3.31516,12037,3243,3206,"35535","35","3518005","3518","0.294",3115,87.2,90,0,2031,420575,1205,1957,421878,1327
"1073","5350806.00","CT","Pickering",62.74182,1625,594,545,"35535","35","3518001","3518","0.33299999999999996",395,53.2,180,0,1594,501235,1235,2051,705937,1112
"1074","5350807.00","CT","Pickering",119.99203,2365,898,817,"35535","35","3518001","3518","0.27699999999999997",570,61.1,175,0,1593,449547,1036,1738,541721,1065
"1075","5350810.01","CT","Ajax",0.6119,3940,1798,1736,"35535","35","3518005","3518","0.428",840,54.4,930,0,1095,224326,1023,1152,223901,1025
"1076","5350810.02","CT","Ajax",0.78817,2420,975,971,"35535","35","3518005","3518","0.327",815,56.8,125,61.5,1242,300628,539,1264,303941,759
"1077","5350810.03","CT","Ajax",1.07699,3199,1212,1205,"35535","35","3518005","3518","0.121",1130,52,80,0,1027,320039,941,1154,325827,893
"1078","5350810.04","CT","Ajax",2.52587,5682,2151,2138,"35535","35","3518005","3518","0.284",1660,58,465,36.2,1274,299252,961,1316,313808,968
"1079","5350810.05","CT","Ajax",3.76184,3819,1394,1379,"35535","35","3518005","3518","0.27699999999999997",1260,62.2,105,0,1241,330467,1163,1383,333418,1331
"1080","5350811.00","CT","Ajax",3.53222,3759,1614,1577,"35535","35","3518005","3518","0.429",720,66.2,880,11.4,1463,274799,990,1322,271891,992
"1081","5350812.00","CT","Ajax",1.56958,5878,2038,2007,"35535","35","3518005","3518","0.298",1820,69.2,185,0,1389,276460,1207,1291,273649,1202
"1082","5350820.01","CT","Ajax",1.48602,4997,1381,1371,"35535","35","3518005","3518","0.366",1360,81,30,0,1725,379095,1569,1771,395689,1399
"1083","5350820.02","CT","Ajax",2.99081,6467,2278,2246,"35535","35","3518005","3518","0.325",1900,59.5,345,15.7,1398,399518,1014,1512,387764,964
"1084","5350820.03","CT","Ajax",1.15366,4039,1134,1121,"35535","35","3518005","3518","0.302",1040,70.2,55,0,1861,424538,833,1729,431728,948
"1085","5350830.00","CT","Uxbridge",188.10763,4312,1538,1478,"35535","35","3518029","3518","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086","5350831.01","CT","Uxbridge",12.20501,5823,2058,2019,"35535","35","3518029","3518","0.193",1725,64.9,285,10.5,1537,399788,810,1524,411818,897
"1087","5350831.02","CT","Uxbridge",17.70258,6510,2574,2475,"35535","35","3518029","3518","0.23",2040,52.5,435,18.4,1160,350070,900,1375,410317,956
"1088","5350832.00","CT","Uxbridge",205.75085,3978,1464,1373,"35535","35","3518029","3518","0.41600000000000004",1100,55,60,0,1267,400688,1301,1456,451719,1265
